,Time-s,MFM-sig,MFM-flow
06.02.2023 ; 12:21:34,1166,2322,3.628821
06.02.2023 ; 12:21:36,1168,2317,3.620762
06.02.2023 ; 12:21:38,1170,2310,3.609147
06.02.2023 ; 12:21:40,1172,2312,3.612989
06.02.2023 ; 12:21:42,1174,2312,3.612372
06.02.2023 ; 12:21:44,1176,2312,3.612174
06.02.2023 ; 12:21:46,1178,2312,3.611058
06.02.2023 ; 12:21:48,1180,2309,3.608445
06.02.2023 ; 12:21:50,1182,2305,3.600973
06.02.2023 ; 12:21:52,1184,2310,3.610122
06.02.2023 ; 12:21:54,1186,2300,3.593598
06.02.2023 ; 12:21:56,1188,2313,3.613914
06.02.2023 ; 12:21:58,1190,2321,3.626575
06.02.2023 ; 12:22:00,1192,2312,3.613199
06.02.2023 ; 12:22:02,1194,2309,3.607578
06.02.2023 ; 12:22:04,1196,2308,3.605801
06.02.2023 ; 12:22:06,1198,2314,3.615502
06.02.2023 ; 12:22:08,1200,2313,3.614239
06.02.2023 ; 12:22:10,1202,2309,3.607132
06.02.2023 ; 12:22:12,1204,2309,3.608284
06.02.2023 ; 12:22:14,1206,2312,3.612609
06.02.2023 ; 12:22:16,1208,2311,3.611036
06.02.2023 ; 12:22:18,1210,2309,3.607719
06.02.2023 ; 12:22:20,1212,2314,3.614921
06.02.2023 ; 12:22:22,1214,2314,3.614853
06.02.2023 ; 12:22:24,1216,2305,3.601291
06.02.2023 ; 12:22:26,1218,2310,3.608799
06.02.2023 ; 12:22:28,1220,2320,3.625246
06.02.2023 ; 12:22:30,1222,2302,3.59738
06.02.2023 ; 12:22:32,1224,2301,3.595898
06.02.2023 ; 12:22:34,1226,2305,3.601106
06.02.2023 ; 12:22:36,1228,2316,3.618747
06.02.2023 ; 12:22:38,1230,2311,3.6108
06.02.2023 ; 12:22:40,1232,2309,3.607497
06.02.2023 ; 12:22:42,1234,2315,3.616992
06.02.2023 ; 12:22:44,1236,2307,3.604555
06.02.2023 ; 12:22:46,1238,2307,3.60531
06.02.2023 ; 12:22:48,1240,2305,3.601399
06.02.2023 ; 12:22:50,1242,2312,3.612375
06.02.2023 ; 12:22:52,1244,2311,3.611467
06.02.2023 ; 12:22:54,1246,2308,3.607015
06.02.2023 ; 12:22:56,1248,2310,3.609488
06.02.2023 ; 12:22:58,1250,2309,3.60657
06.02.2023 ; 12:23:00,1252,2304,3.600389
06.02.2023 ; 12:23:02,1254,2308,3.606577
06.02.2023 ; 12:23:04,1256,2312,3.613111
06.02.2023 ; 12:23:06,1258,2307,3.60463
06.02.2023 ; 12:23:08,1260,2309,3.607129
06.02.2023 ; 12:23:10,1262,2309,3.608662
06.02.2023 ; 12:23:12,1264,2311,3.611645
06.02.2023 ; 12:23:14,1266,2301,3.595502
06.02.2023 ; 12:23:16,1268,2311,3.611237
06.02.2023 ; 12:23:18,1270,2313,3.614017
06.02.2023 ; 12:23:20,1272,2312,3.612721
06.02.2023 ; 12:23:22,1274,2306,3.603329
06.02.2023 ; 12:23:24,1276,2308,3.605864
06.02.2023 ; 12:23:26,1278,2312,3.611832
06.02.2023 ; 12:23:28,1280,2303,3.598701
06.02.2023 ; 12:23:30,1282,2314,3.615451
06.02.2023 ; 12:23:32,1284,2313,3.613509
06.02.2023 ; 12:23:34,1286,2307,3.604121
06.02.2023 ; 12:23:36,1288,2301,3.594811
06.02.2023 ; 12:23:38,1290,2307,3.604544
06.02.2023 ; 12:23:40,1292,2308,3.606736
06.02.2023 ; 12:23:42,1294,2312,3.612239
06.02.2023 ; 12:23:44,1296,2305,3.602073
06.02.2023 ; 12:23:46,1298,2313,3.614625
06.02.2023 ; 12:23:48,1300,2306,3.602762
06.02.2023 ; 12:23:50,1302,2308,3.6069
06.02.2023 ; 12:23:52,1304,2302,3.596812
06.02.2023 ; 12:23:54,1306,2302,3.596417
06.02.2023 ; 12:23:56,1308,2297,3.589024
06.02.2023 ; 12:23:58,1310,2305,3.601112
06.02.2023 ; 12:24:00,1312,2309,3.608241
06.02.2023 ; 12:24:02,1314,2297,3.589619
06.02.2023 ; 12:24:04,1316,2303,3.598187
06.02.2023 ; 12:24:06,1318,2304,3.600123
06.02.2023 ; 12:24:08,1320,2302,3.596156
06.02.2023 ; 12:24:10,1322,2309,3.607408
06.02.2023 ; 12:24:12,1324,2307,3.604461
06.02.2023 ; 12:24:14,1326,2300,3.593941
06.02.2023 ; 12:24:16,1328,2304,3.599677
06.02.2023 ; 12:24:18,1330,2299,3.592094
06.02.2023 ; 12:24:20,1332,2301,3.595719
06.02.2023 ; 12:24:22,1334,2306,3.603612
06.02.2023 ; 12:24:24,1336,2306,3.603728
06.02.2023 ; 12:24:26,1338,2307,3.604884
06.02.2023 ; 12:24:28,1340,2307,3.603974
06.02.2023 ; 12:24:30,1342,2301,3.594625
06.02.2023 ; 12:24:32,1344,2304,3.599948
06.02.2023 ; 12:24:34,1346,2310,3.610056
06.02.2023 ; 12:24:36,1348,2313,3.613758
06.02.2023 ; 12:24:38,1350,2309,3.607288
06.02.2023 ; 12:24:40,1352,2302,3.596807
06.02.2023 ; 12:24:42,1354,2295,3.58643
06.02.2023 ; 12:24:44,1356,2305,3.601125
06.02.2023 ; 12:24:46,1358,2303,3.598898
06.02.2023 ; 12:24:48,1360,2310,3.609919
06.02.2023 ; 12:24:50,1362,2310,3.610057
06.02.2023 ; 12:24:52,1364,2308,3.605844
06.02.2023 ; 12:24:54,1366,2308,3.606494
06.02.2023 ; 12:24:56,1368,2284,3.568131
06.02.2023 ; 12:24:58,1370,2277,3.557816
06.02.2023 ; 12:25:00,1372,2302,3.596744
06.02.2023 ; 12:25:02,1374,2313,3.613446
06.02.2023 ; 12:25:04,1376,2315,3.616456
06.02.2023 ; 12:25:06,1378,2312,3.612933
06.02.2023 ; 12:25:08,1380,2311,3.610527
06.02.2023 ; 12:25:10,1382,2321,3.626007
06.02.2023 ; 12:25:12,1384,2311,3.611134
06.02.2023 ; 12:25:14,1386,2307,3.605248
06.02.2023 ; 12:25:16,1388,2309,3.607177
06.02.2023 ; 12:25:18,1390,2310,3.609393
06.02.2023 ; 12:25:20,1392,2281,3.564377
06.02.2023 ; 12:25:22,1394,2292,3.581379
06.02.2023 ; 12:25:24,1396,2300,3.59442
06.02.2023 ; 12:25:26,1398,2308,3.605626
06.02.2023 ; 12:25:28,1400,2320,3.625224
06.02.2023 ; 12:25:30,1402,2321,3.626159
06.02.2023 ; 12:25:32,1404,2306,3.603349
06.02.2023 ; 12:25:34,1406,2304,3.600929
06.02.2023 ; 12:25:36,1408,2323,3.630371
06.02.2023 ; 12:25:38,1410,2299,3.592437
06.02.2023 ; 12:25:40,1412,2298,3.590769
06.02.2023 ; 12:25:42,1414,2305,3.601817
06.02.2023 ; 12:25:44,1416,2307,3.603966
06.02.2023 ; 12:25:46,1418,2308,3.605779
06.02.2023 ; 12:25:48,1420,2311,3.611321
06.02.2023 ; 12:25:50,1422,2317,3.620049
06.02.2023 ; 12:25:52,1424,2309,3.607772
06.02.2023 ; 12:25:54,1426,2303,3.599117
06.02.2023 ; 12:25:56,1428,2307,3.604923
06.02.2023 ; 12:25:58,1430,2313,3.614073
06.02.2023 ; 12:26:00,1432,2315,3.61677
06.02.2023 ; 12:26:02,1434,2298,3.590702
06.02.2023 ; 12:26:04,1436,2299,3.592543
06.02.2023 ; 12:26:06,1438,2299,3.592373
06.02.2023 ; 12:26:08,1440,2300,3.593863
06.02.2023 ; 12:26:10,1442,2310,3.609733
06.02.2023 ; 12:26:12,1444,2302,3.597005
06.02.2023 ; 12:26:14,1446,2299,3.592654
06.02.2023 ; 12:26:16,1448,2295,3.58618
06.02.2023 ; 12:26:18,1450,2299,3.59154
06.02.2023 ; 12:26:20,1452,2298,3.590848
06.02.2023 ; 12:26:22,1454,2301,3.595222
06.02.2023 ; 12:26:24,1456,2306,3.602979
06.02.2023 ; 12:26:26,1458,2301,3.59458
06.02.2023 ; 12:26:28,1460,2296,3.588162
06.02.2023 ; 12:26:30,1462,2302,3.596724
06.02.2023 ; 12:26:32,1464,2299,3.592019
06.02.2023 ; 12:26:34,1466,2300,3.593507
06.02.2023 ; 12:26:36,1468,2304,3.599746
06.02.2023 ; 12:26:38,1470,2306,3.602468
06.02.2023 ; 12:26:40,1472,2308,3.60601
06.02.2023 ; 12:26:42,1474,2301,3.59528
06.02.2023 ; 12:26:44,1476,2307,3.604228
06.02.2023 ; 12:26:46,1478,2305,3.601521
06.02.2023 ; 12:26:48,1480,2303,3.597819
06.02.2023 ; 12:26:50,1482,2305,3.602077
06.02.2023 ; 12:26:52,1484,2304,3.599503
06.02.2023 ; 12:26:54,1486,2307,3.605151
06.02.2023 ; 12:26:56,1488,2292,3.581725
06.02.2023 ; 12:26:58,1490,2293,3.582783
06.02.2023 ; 12:27:00,1492,2302,3.596275
06.02.2023 ; 12:27:02,1494,2303,3.598371
06.02.2023 ; 12:27:04,1496,2302,3.597379
06.02.2023 ; 12:27:06,1498,2308,3.606629
06.02.2023 ; 12:27:08,1500,2305,3.60198
06.02.2023 ; 12:27:10,1502,2313,3.614475
06.02.2023 ; 12:27:12,1504,2308,3.606742
06.02.2023 ; 12:27:14,1506,2306,3.603781
06.02.2023 ; 12:27:16,1508,2309,3.608528
06.02.2023 ; 12:27:18,1510,2302,3.596637
06.02.2023 ; 12:27:20,1512,2301,3.595116
06.02.2023 ; 12:27:22,1514,2305,3.601603
06.02.2023 ; 12:27:24,1516,2299,3.592122
06.02.2023 ; 12:27:26,1518,2304,3.599231
06.02.2023 ; 12:27:28,1520,2312,3.612965
06.02.2023 ; 12:27:30,1522,2307,3.603957
06.02.2023 ; 12:27:32,1524,2308,3.606621
06.02.2023 ; 12:27:34,1526,2307,3.604142
06.02.2023 ; 12:27:36,1528,2310,3.60972
06.02.2023 ; 12:27:38,1530,2309,3.607069
06.02.2023 ; 12:27:40,1532,2305,3.600976
06.02.2023 ; 12:27:42,1534,2298,3.590596
06.02.2023 ; 12:27:44,1536,2307,3.604505
06.02.2023 ; 12:27:46,1538,2306,3.602729
06.02.2023 ; 12:27:48,1540,2305,3.601597
06.02.2023 ; 12:27:50,1542,2303,3.598485
06.02.2023 ; 12:27:52,1544,2300,3.593645
06.02.2023 ; 12:27:54,1546,2303,3.598087
06.02.2023 ; 12:27:56,1548,2308,3.605831
06.02.2023 ; 12:27:58,1550,2310,3.608863
06.02.2023 ; 12:28:00,1552,2300,3.593997
06.02.2023 ; 12:28:02,1554,2302,3.596831
06.02.2023 ; 12:28:04,1556,2304,3.599689
06.02.2023 ; 12:28:06,1558,2303,3.598291
06.02.2023 ; 12:28:08,1560,2294,3.585023
06.02.2023 ; 12:28:10,1562,2309,3.608579
06.02.2023 ; 12:28:12,1564,2309,3.607477
06.02.2023 ; 12:28:14,1566,2305,3.601301
06.02.2023 ; 12:28:16,1568,2305,3.601565
06.02.2023 ; 12:28:18,1570,2304,3.600048
06.02.2023 ; 12:28:20,1572,2299,3.592967
06.02.2023 ; 12:28:22,1574,2304,3.600206
06.02.2023 ; 12:28:24,1576,2305,3.602308
06.02.2023 ; 12:28:26,1578,2306,3.602765
06.02.2023 ; 12:28:28,1580,2306,3.602921
06.02.2023 ; 12:28:30,1582,2305,3.601851
06.02.2023 ; 12:28:32,1584,2304,3.600721
06.02.2023 ; 12:28:34,1586,2305,3.60121
06.02.2023 ; 12:28:36,1588,2301,3.59567
06.02.2023 ; 12:28:38,1590,2302,3.597127
06.02.2023 ; 12:28:40,1592,2303,3.597823
06.02.2023 ; 12:28:42,1594,2300,3.593751
06.02.2023 ; 12:28:44,1596,2308,3.606621
06.02.2023 ; 12:28:46,1598,2300,3.594112
06.02.2023 ; 12:28:48,1600,2301,3.595468
06.02.2023 ; 12:28:50,1602,2308,3.606918
06.02.2023 ; 12:28:52,1604,2314,3.615821
06.02.2023 ; 12:28:54,1606,2304,3.599555
06.02.2023 ; 12:28:56,1608,2306,3.602817
06.02.2023 ; 12:28:58,1610,2300,3.593183
06.02.2023 ; 12:29:00,1612,2303,3.59804
06.02.2023 ; 12:29:02,1614,2308,3.606599
06.02.2023 ; 12:29:04,1616,2307,3.605291
06.02.2023 ; 12:29:06,1618,2305,3.601611
06.02.2023 ; 12:29:08,1620,2300,3.592979
06.02.2023 ; 12:29:10,1622,2303,3.597997
06.02.2023 ; 12:29:12,1624,2300,3.594505
06.02.2023 ; 12:29:14,1626,2302,3.596808
06.02.2023 ; 12:29:16,1628,2295,3.586331
06.02.2023 ; 12:29:18,1630,2298,3.591315
06.02.2023 ; 12:29:20,1632,2307,3.605445
06.02.2023 ; 12:29:22,1634,2305,3.602247
06.02.2023 ; 12:29:24,1636,2308,3.607013
06.02.2023 ; 12:29:26,1638,2307,3.605056
06.02.2023 ; 12:29:28,1640,2306,3.603367
06.02.2023 ; 12:29:30,1642,2309,3.608239
06.02.2023 ; 12:29:32,1644,2308,3.606975
06.02.2023 ; 12:29:34,1646,2302,3.596724
06.02.2023 ; 12:29:36,1648,2310,3.609567
06.02.2023 ; 12:29:38,1650,2308,3.60618
06.02.2023 ; 12:29:40,1652,2305,3.600962
06.02.2023 ; 12:29:42,1654,2308,3.606838
06.02.2023 ; 12:29:44,1656,2305,3.6008
06.02.2023 ; 12:29:46,1658,2305,3.601694
06.02.2023 ; 12:29:48,1660,2306,3.602513
06.02.2023 ; 12:29:50,1662,2302,3.597565
06.02.2023 ; 12:29:52,1664,2301,3.595616
06.02.2023 ; 12:29:54,1666,2306,3.602845
06.02.2023 ; 12:29:56,1668,2303,3.598559
06.02.2023 ; 12:29:58,1670,2305,3.601216
06.02.2023 ; 12:30:00,1672,2302,3.596794
06.02.2023 ; 12:30:02,1674,2304,3.599803
06.02.2023 ; 12:30:04,1676,2306,3.602715
06.02.2023 ; 12:30:06,1678,2303,3.598778
06.02.2023 ; 12:30:08,1680,2302,3.597403
06.02.2023 ; 12:30:10,1682,2303,3.598602
06.02.2023 ; 12:30:12,1684,2299,3.592232
06.02.2023 ; 12:30:14,1686,2300,3.594382
06.02.2023 ; 12:30:16,1688,2308,3.606352
06.02.2023 ; 12:30:18,1690,2304,3.599788
06.02.2023 ; 12:30:20,1692,2299,3.592309
06.02.2023 ; 12:30:22,1694,2300,3.593843
06.02.2023 ; 12:30:24,1696,2303,3.59874
06.02.2023 ; 12:30:26,1698,2304,3.600158
06.02.2023 ; 12:30:28,1700,2304,3.59937
06.02.2023 ; 12:30:30,1702,2312,3.613022
06.02.2023 ; 12:30:32,1704,2310,3.608969
06.02.2023 ; 12:30:34,1706,2304,3.599562
06.02.2023 ; 12:30:36,1708,2299,3.591624
06.02.2023 ; 12:30:38,1710,2290,3.578674
06.02.2023 ; 12:30:40,1712,2296,3.587376
06.02.2023 ; 12:30:42,1714,2275,3.554255
06.02.2023 ; 12:30:44,1716,2314,3.614918
06.02.2023 ; 12:30:46,1718,2312,3.612667
06.02.2023 ; 12:30:48,1720,2307,3.604125
06.02.2023 ; 12:30:50,1722,2311,3.61055
06.02.2023 ; 12:30:52,1724,2304,3.599719
06.02.2023 ; 12:30:54,1726,2301,3.595968
06.02.2023 ; 12:30:56,1728,2305,3.602551
06.02.2023 ; 12:30:58,1730,2302,3.596718
06.02.2023 ; 12:31:00,1732,2301,3.595271
06.02.2023 ; 12:31:02,1734,2301,3.595049
06.02.2023 ; 12:31:04,1736,2294,3.584431
06.02.2023 ; 12:31:06,1738,2299,3.591937
06.02.2023 ; 12:31:08,1740,2302,3.597613
06.02.2023 ; 12:31:10,1742,2304,3.599493
06.02.2023 ; 12:31:12,1744,2304,3.599469
06.02.2023 ; 12:31:14,1746,2304,3.599267
06.02.2023 ; 12:31:16,1748,2306,3.603177
06.02.2023 ; 12:31:18,1750,2301,3.59604
06.02.2023 ; 12:31:20,1752,2305,3.601386
06.02.2023 ; 12:31:22,1754,2312,3.61267
06.02.2023 ; 12:31:24,1756,2307,3.605206
06.02.2023 ; 12:31:26,1758,2305,3.601146
06.02.2023 ; 12:31:28,1760,2304,3.599763
06.02.2023 ; 12:31:30,1762,2308,3.605874
06.02.2023 ; 12:31:32,1764,2301,3.595519
06.02.2023 ; 12:31:34,1766,2305,3.601806
06.02.2023 ; 12:31:36,1768,2306,3.603164
06.02.2023 ; 12:31:38,1770,2307,3.604455
06.02.2023 ; 12:31:40,1772,2302,3.596416
06.02.2023 ; 12:31:42,1774,2307,3.604717
06.02.2023 ; 12:31:44,1776,2303,3.598646
06.02.2023 ; 12:31:46,1778,2309,3.607837
06.02.2023 ; 12:31:48,1780,2299,3.592406
06.02.2023 ; 12:31:50,1782,2299,3.591936
06.02.2023 ; 12:31:52,1784,2304,3.59977
06.02.2023 ; 12:31:54,1786,2304,3.600699
06.02.2023 ; 12:31:56,1788,2279,3.560654
06.02.2023 ; 12:31:58,1790,2292,3.580653
06.02.2023 ; 12:32:00,1792,2308,3.606407
06.02.2023 ; 12:32:02,1794,2322,3.628642
06.02.2023 ; 12:32:04,1796,2319,3.623328
06.02.2023 ; 12:32:06,1798,2316,3.618912
06.02.2023 ; 12:32:08,1800,2308,3.606157
06.02.2023 ; 12:32:10,1802,2308,3.606606
06.02.2023 ; 12:32:12,1804,2300,3.593955
06.02.2023 ; 12:32:14,1806,2306,3.603111
06.02.2023 ; 12:32:16,1808,2310,3.609967
06.02.2023 ; 12:32:18,1810,2308,3.605063
06.02.2023 ; 12:32:20,1812,2305,3.601535
06.02.2023 ; 12:32:22,1814,2307,3.603964
06.02.2023 ; 12:32:24,1816,2297,3.589223
06.02.2023 ; 12:32:26,1818,2294,3.58365
06.02.2023 ; 12:32:28,1820,2303,3.599177
06.02.2023 ; 12:32:30,1822,2304,3.599969
06.02.2023 ; 12:32:32,1824,2308,3.606607
06.02.2023 ; 12:32:34,1826,2304,3.600475
06.02.2023 ; 12:32:36,1828,2312,3.612964
06.02.2023 ; 12:32:38,1830,2314,3.614868
06.02.2023 ; 12:32:40,1832,2304,3.599095
06.02.2023 ; 12:32:42,1834,2305,3.601262
06.02.2023 ; 12:32:44,1836,2301,3.595202
06.02.2023 ; 12:32:46,1838,2307,3.60457
06.02.2023 ; 12:32:48,1840,2306,3.604046
06.02.2023 ; 12:32:50,1842,2306,3.603369
06.02.2023 ; 12:32:52,1844,2312,3.612972
06.02.2023 ; 12:32:54,1846,2310,3.609634
06.02.2023 ; 12:32:56,1848,2307,3.604453
06.02.2023 ; 12:32:58,1850,2309,3.608484
06.02.2023 ; 12:33:00,1852,2311,3.611238
06.02.2023 ; 12:33:02,1854,2309,3.607395
06.02.2023 ; 12:33:04,1856,2303,3.59915
06.02.2023 ; 12:33:06,1858,2309,3.607349
06.02.2023 ; 12:33:08,1860,2307,3.604651
06.02.2023 ; 12:33:10,1862,2305,3.602328
06.02.2023 ; 12:33:12,1864,2307,3.604715
06.02.2023 ; 12:33:14,1866,2304,3.600432
06.02.2023 ; 12:33:16,1868,2307,3.604338
06.02.2023 ; 12:33:18,1870,2305,3.601141
06.02.2023 ; 12:33:20,1872,2306,3.60245
06.02.2023 ; 12:33:22,1874,2304,3.600001
06.02.2023 ; 12:33:24,1876,2312,3.612079
06.02.2023 ; 12:33:26,1878,2308,3.606327
06.02.2023 ; 12:33:28,1880,2302,3.59673
06.02.2023 ; 12:33:30,1882,2296,3.587865
06.02.2023 ; 12:33:32,1884,2305,3.601309
06.02.2023 ; 12:33:34,1886,2307,3.604139
06.02.2023 ; 12:33:36,1888,2307,3.604392
06.02.2023 ; 12:33:38,1890,2310,3.609694
06.02.2023 ; 12:33:40,1892,2303,3.598892
06.02.2023 ; 12:33:42,1894,2302,3.597385
06.02.2023 ; 12:33:44,1896,2303,3.598531
06.02.2023 ; 12:33:46,1898,2304,3.600069
06.02.2023 ; 12:33:48,1900,2302,3.596381
06.02.2023 ; 12:33:50,1902,2307,3.604582
06.02.2023 ; 12:33:52,1904,2302,3.597436
06.02.2023 ; 12:33:54,1906,2292,3.581791
06.02.2023 ; 12:33:56,1908,2300,3.593492
06.02.2023 ; 12:33:58,1910,2305,3.602236
06.02.2023 ; 12:34:00,1912,2304,3.600467
06.02.2023 ; 12:34:02,1914,2323,3.630266
06.02.2023 ; 12:34:04,1916,2310,3.609478
06.02.2023 ; 12:34:06,1918,2306,3.602673
06.02.2023 ; 12:34:08,1920,2312,3.613241
06.02.2023 ; 12:34:10,1922,2309,3.606942
06.02.2023 ; 12:34:12,1924,2302,3.597097
06.02.2023 ; 12:34:14,1926,2310,3.609755
06.02.2023 ; 12:34:16,1928,2308,3.606822
06.02.2023 ; 12:34:18,1930,2305,3.600923
06.02.2023 ; 12:34:20,1932,2308,3.605476
06.02.2023 ; 12:34:22,1934,2296,3.588199
06.02.2023 ; 12:34:24,1936,2300,3.593794
06.02.2023 ; 12:34:26,1938,2309,3.607998
06.02.2023 ; 12:34:28,1940,2319,3.6236
06.02.2023 ; 12:34:30,1942,2305,3.601755
06.02.2023 ; 12:34:32,1944,2305,3.600943
06.02.2023 ; 12:34:34,1946,2308,3.606522
06.02.2023 ; 12:34:36,1948,2310,3.609811
06.02.2023 ; 12:34:38,1950,2302,3.596519
06.02.2023 ; 12:34:40,1952,2301,3.594678
06.02.2023 ; 12:34:42,1954,2302,3.597191
06.02.2023 ; 12:34:44,1956,2298,3.591329
06.02.2023 ; 12:34:46,1958,2301,3.595471
06.02.2023 ; 12:34:48,1960,2304,3.600532
06.02.2023 ; 12:34:50,1962,2302,3.596759
06.02.2023 ; 12:34:52,1964,2310,3.608863
06.02.2023 ; 12:34:54,1966,2310,3.609172
06.02.2023 ; 12:34:56,1968,2299,3.59191
06.02.2023 ; 12:34:58,1970,2308,3.60698
06.02.2023 ; 12:35:00,1972,2305,3.601525
06.02.2023 ; 12:35:02,1974,2304,3.600664
06.02.2023 ; 12:35:04,1976,2300,3.593987
06.02.2023 ; 12:35:06,1978,2302,3.597199
06.02.2023 ; 12:35:08,1980,2302,3.597188
06.02.2023 ; 12:35:10,1982,2303,3.599105
06.02.2023 ; 12:35:12,1984,2307,3.604183
06.02.2023 ; 12:35:14,1986,2301,3.59475
06.02.2023 ; 12:35:16,1988,2300,3.594177
06.02.2023 ; 12:35:18,1990,2307,3.604793
06.02.2023 ; 12:35:20,1992,2306,3.60264
06.02.2023 ; 12:35:22,1994,2307,3.605007
06.02.2023 ; 12:35:24,1996,2308,3.605504
06.02.2023 ; 12:35:26,1998,2309,3.607974
06.02.2023 ; 12:35:28,2000,2301,3.594632
06.02.2023 ; 12:35:30,2002,2289,3.576364
06.02.2023 ; 12:35:32,2004,2287,3.573576
06.02.2023 ; 12:35:34,2006,2296,3.587993
06.02.2023 ; 12:35:36,2008,2302,3.597581
06.02.2023 ; 12:35:38,2010,2306,3.603095
06.02.2023 ; 12:35:40,2012,2321,3.626063
06.02.2023 ; 12:35:42,2014,2333,3.645993
06.02.2023 ; 12:35:44,2016,2334,3.646997
06.02.2023 ; 12:35:46,2018,2332,3.643896
06.02.2023 ; 12:35:48,2020,2335,3.648093
06.02.2023 ; 12:35:50,2022,2333,3.645884
06.02.2023 ; 12:35:52,2024,2329,3.639295
06.02.2023 ; 12:35:54,2026,2326,3.634328
06.02.2023 ; 12:35:56,2028,2327,3.635374
06.02.2023 ; 12:35:58,2030,2328,3.637017
06.02.2023 ; 12:36:00,2032,2329,3.639779
06.02.2023 ; 12:36:02,2034,2331,3.642237
06.02.2023 ; 12:36:04,2036,2327,3.636074
06.02.2023 ; 12:36:06,2038,2330,3.64107
06.02.2023 ; 12:36:08,2040,2333,3.644641
06.02.2023 ; 12:36:10,2042,2322,3.628822
06.02.2023 ; 12:36:12,2044,2325,3.633223
06.02.2023 ; 12:36:14,2046,2336,3.649269
06.02.2023 ; 12:36:16,2048,2327,3.63587
06.02.2023 ; 12:36:18,2050,2325,3.632615
06.02.2023 ; 12:36:20,2052,2331,3.641818
06.02.2023 ; 12:36:22,2054,2318,3.621569
06.02.2023 ; 12:36:24,2056,2319,3.623074
06.02.2023 ; 12:36:26,2058,2321,3.625681
06.02.2023 ; 12:36:28,2060,2320,3.62513
06.02.2023 ; 12:36:30,2062,2298,3.590826
06.02.2023 ; 12:36:32,2064,2334,3.646606
06.02.2023 ; 12:36:34,2066,2320,3.624884
06.02.2023 ; 12:36:36,2068,2320,3.624779
06.02.2023 ; 12:36:38,2070,2316,3.618784
06.02.2023 ; 12:36:40,2072,2320,3.624275
06.02.2023 ; 12:36:42,2074,2313,3.61455
06.02.2023 ; 12:36:44,2076,2314,3.615106
06.02.2023 ; 12:36:46,2078,2318,3.622075
06.02.2023 ; 12:36:48,2080,2324,3.63166
06.02.2023 ; 12:36:50,2082,2309,3.608541
06.02.2023 ; 12:36:52,2084,2312,3.613229
