,Time-s,MFM-sig,MFM-flow
08.02.2023 ; 13:16:59,154,2857,4.464586
08.02.2023 ; 13:17:01,156,2859,4.467005
08.02.2023 ; 13:17:03,158,2857,4.464509
08.02.2023 ; 13:17:05,160,2842,4.440406
08.02.2023 ; 13:17:07,162,2842,4.440065
08.02.2023 ; 13:17:09,164,2701,4.219793
08.02.2023 ; 13:17:11,166,2522,3.941046
08.02.2023 ; 13:17:13,168,2430,3.797089
08.02.2023 ; 13:17:15,170,2367,3.698039
08.02.2023 ; 13:17:17,172,2326,3.633435
08.02.2023 ; 13:17:19,174,2298,3.590778
08.02.2023 ; 13:17:21,176,2271,3.548147
08.02.2023 ; 13:17:23,178,2248,3.512214
08.02.2023 ; 13:17:25,180,2242,3.503459
08.02.2023 ; 13:17:27,182,2227,3.479076
08.02.2023 ; 13:17:29,184,2223,3.473763
08.02.2023 ; 13:17:31,186,2216,3.463068
08.02.2023 ; 13:17:33,188,2210,3.452723
08.02.2023 ; 13:17:35,190,2205,3.445753
08.02.2023 ; 13:17:37,192,2200,3.437283
08.02.2023 ; 13:17:39,194,2191,3.423226
08.02.2023 ; 13:17:41,196,2190,3.421256
08.02.2023 ; 13:17:43,198,2188,3.418588
08.02.2023 ; 13:17:45,200,2180,3.40713
08.02.2023 ; 13:17:47,202,2183,3.410218
08.02.2023 ; 13:17:49,204,2179,3.404685
08.02.2023 ; 13:17:51,206,2181,3.407369
08.02.2023 ; 13:17:53,208,2168,3.387686
08.02.2023 ; 13:17:55,210,2173,3.39491
08.02.2023 ; 13:17:57,212,2161,3.376977
08.02.2023 ; 13:17:59,214,2173,3.395277
08.02.2023 ; 13:18:01,216,2164,3.380541
08.02.2023 ; 13:18:03,218,2166,3.383704
08.02.2023 ; 13:18:05,220,2186,3.415315
08.02.2023 ; 13:18:07,222,2177,3.402136
08.02.2023 ; 13:18:09,224,2180,3.405712
08.02.2023 ; 13:18:11,226,2175,3.397776
08.02.2023 ; 13:18:13,228,2178,3.40295
08.02.2023 ; 13:18:15,230,2179,3.404392
08.02.2023 ; 13:18:17,232,2185,3.414037
08.02.2023 ; 13:18:19,234,2187,3.417357
08.02.2023 ; 13:18:21,236,2187,3.416586
08.02.2023 ; 13:18:23,238,2195,3.42971
08.02.2023 ; 13:18:25,240,2200,3.438174
08.02.2023 ; 13:18:27,242,2212,3.455798
08.02.2023 ; 13:18:29,244,2219,3.46728
08.02.2023 ; 13:18:31,246,2230,3.484605
08.02.2023 ; 13:18:33,248,2234,3.490729
08.02.2023 ; 13:18:35,250,2244,3.506979
08.02.2023 ; 13:18:37,252,2258,3.527102
08.02.2023 ; 13:18:39,254,2265,3.539816
08.02.2023 ; 13:18:41,256,2285,3.570117
08.02.2023 ; 13:18:43,258,2303,3.598079
08.02.2023 ; 13:18:45,260,2318,3.621943
08.02.2023 ; 13:18:47,262,2341,3.658148
08.02.2023 ; 13:18:49,264,2367,3.697969
08.02.2023 ; 13:18:51,266,2380,3.718081
08.02.2023 ; 13:18:53,268,2407,3.761337
08.02.2023 ; 13:18:55,270,2411,3.76689
08.02.2023 ; 13:18:57,272,2422,3.78503
08.02.2023 ; 13:18:59,274,2450,3.82855
08.02.2023 ; 13:19:01,276,2476,3.869264
08.02.2023 ; 13:19:03,278,2498,3.90283
08.02.2023 ; 13:19:05,280,2512,3.92548
08.02.2023 ; 13:19:07,282,2531,3.954728
08.02.2023 ; 13:19:09,284,2546,3.977643
08.02.2023 ; 13:19:11,286,2559,3.997947
08.02.2023 ; 13:19:13,288,2584,4.038002
08.02.2023 ; 13:19:15,290,2606,4.072101
08.02.2023 ; 13:19:17,292,2619,4.092123
08.02.2023 ; 13:19:19,294,2633,4.113348
08.02.2023 ; 13:19:21,296,2646,4.133971
08.02.2023 ; 13:19:23,298,2663,4.160408
08.02.2023 ; 13:19:25,300,2678,4.183743
08.02.2023 ; 13:19:27,302,2690,4.203881
08.02.2023 ; 13:19:29,304,2709,4.233555
08.02.2023 ; 13:19:31,306,2728,4.262284
08.02.2023 ; 13:19:33,308,2754,4.302658
08.02.2023 ; 13:19:35,310,2764,4.319278
08.02.2023 ; 13:19:37,312,2765,4.319687
08.02.2023 ; 13:19:39,314,2780,4.34361
08.02.2023 ; 13:19:41,316,2789,4.358497
08.02.2023 ; 13:19:43,318,2801,4.376477
08.02.2023 ; 13:19:45,320,2814,4.397126
08.02.2023 ; 13:19:47,322,2804,4.380859
08.02.2023 ; 13:19:49,324,2804,4.381385
08.02.2023 ; 13:19:51,326,2805,4.383387
08.02.2023 ; 13:19:53,328,2806,4.382824
08.02.2023 ; 13:19:55,330,2799,4.373081
08.02.2023 ; 13:19:57,332,2803,4.379378
08.02.2023 ; 13:19:59,334,2807,4.386605
08.02.2023 ; 13:20:01,336,2801,4.376159
08.02.2023 ; 13:20:03,338,2801,4.376967
08.02.2023 ; 13:20:05,340,2802,4.377693
08.02.2023 ; 13:20:07,342,2791,4.36085
08.02.2023 ; 13:20:09,344,2789,4.357921
08.02.2023 ; 13:20:11,346,2784,4.349863
08.02.2023 ; 13:20:13,348,2790,4.360266
08.02.2023 ; 13:20:15,350,2790,4.359257
08.02.2023 ; 13:20:17,352,2797,4.370765
08.02.2023 ; 13:20:19,354,2798,4.371481
08.02.2023 ; 13:20:21,356,2783,4.347928
08.02.2023 ; 13:20:23,358,2788,4.355605
08.02.2023 ; 13:20:25,360,2785,4.351655
08.02.2023 ; 13:20:27,362,2801,4.375954
08.02.2023 ; 13:20:29,364,2802,4.378361
08.02.2023 ; 13:20:31,366,2805,4.383466
08.02.2023 ; 13:20:33,368,2813,4.394551
08.02.2023 ; 13:20:35,370,2817,4.40217
08.02.2023 ; 13:20:37,372,2816,4.399291
08.02.2023 ; 13:20:39,374,2809,4.388989
08.02.2023 ; 13:20:41,376,2813,4.395119
08.02.2023 ; 13:20:43,378,2815,4.39787
08.02.2023 ; 13:20:45,380,2807,4.386436
08.02.2023 ; 13:20:47,382,2825,4.414689
08.02.2023 ; 13:20:49,384,2827,4.417225
08.02.2023 ; 13:20:51,386,2871,4.48559
08.02.2023 ; 13:20:53,388,2872,4.48714
08.02.2023 ; 13:20:55,390,2869,4.483542
08.02.2023 ; 13:20:57,392,2859,4.466931
08.02.2023 ; 13:20:59,394,2857,4.464407
08.02.2023 ; 13:21:01,396,2856,4.462899
08.02.2023 ; 13:21:03,398,2848,4.450633
08.02.2023 ; 13:21:05,400,2853,4.458292
08.02.2023 ; 13:21:07,402,2859,4.46734
08.02.2023 ; 13:21:09,404,2860,4.468848
08.02.2023 ; 13:21:11,406,2860,4.468266
08.02.2023 ; 13:21:13,408,2864,4.47505
08.02.2023 ; 13:21:15,410,2863,4.473474
08.02.2023 ; 13:21:17,412,2867,4.479658
08.02.2023 ; 13:21:19,414,2868,4.480713
08.02.2023 ; 13:21:21,416,2871,4.486311
08.02.2023 ; 13:21:23,418,2873,4.489079
08.02.2023 ; 13:21:25,420,2861,4.471071
08.02.2023 ; 13:21:27,422,2860,4.467411
08.02.2023 ; 13:21:29,424,2857,4.463929
08.02.2023 ; 13:21:31,426,2855,4.461478
08.02.2023 ; 13:21:33,428,2861,4.469906
08.02.2023 ; 13:21:35,430,2867,4.480159
08.02.2023 ; 13:21:37,432,2866,4.478129
08.02.2023 ; 13:21:39,434,2865,4.47697
08.02.2023 ; 13:21:41,436,2868,4.481672
08.02.2023 ; 13:21:43,438,2873,4.488312
08.02.2023 ; 13:21:45,440,2878,4.497072
08.02.2023 ; 13:21:47,442,2876,4.49332
08.02.2023 ; 13:21:49,444,2868,4.481601
08.02.2023 ; 13:21:51,446,2865,4.477077
08.02.2023 ; 13:21:53,448,2853,4.458151
08.02.2023 ; 13:21:55,450,2861,4.47108
08.02.2023 ; 13:21:57,452,2876,4.49381
08.02.2023 ; 13:21:59,454,2883,4.504727
08.02.2023 ; 13:22:01,456,2881,4.502076
08.02.2023 ; 13:22:03,458,2875,4.491708
08.02.2023 ; 13:22:05,460,2879,4.497798
08.02.2023 ; 13:22:07,462,2877,4.495152
08.02.2023 ; 13:22:09,464,2881,4.501177
08.02.2023 ; 13:22:11,466,2890,4.515937
08.02.2023 ; 13:22:13,468,2884,4.506794
08.02.2023 ; 13:22:15,470,2891,4.517433
08.02.2023 ; 13:22:17,472,2892,4.517898
08.02.2023 ; 13:22:19,474,2892,4.519442
08.02.2023 ; 13:22:21,476,2897,4.526546
08.02.2023 ; 13:22:23,478,2901,4.533654
08.02.2023 ; 13:22:25,480,2899,4.529072
08.02.2023 ; 13:22:27,482,2903,4.535861
08.02.2023 ; 13:22:29,484,2891,4.517761
08.02.2023 ; 13:22:31,486,2887,4.51132
08.02.2023 ; 13:22:33,488,2898,4.52739
08.02.2023 ; 13:22:35,490,2888,4.512649
08.02.2023 ; 13:22:37,492,2886,4.509091
08.02.2023 ; 13:22:39,494,2889,4.514562
08.02.2023 ; 13:22:41,496,2901,4.532861
08.02.2023 ; 13:22:43,498,2894,4.521482
08.02.2023 ; 13:22:45,500,2903,4.536082
08.02.2023 ; 13:22:47,502,2905,4.538548
08.02.2023 ; 13:22:49,504,2908,4.544168
08.02.2023 ; 13:22:51,506,2906,4.5406
08.02.2023 ; 13:22:53,508,2903,4.536098
08.02.2023 ; 13:22:55,510,2905,4.538837
08.02.2023 ; 13:22:57,512,2906,4.541176
08.02.2023 ; 13:22:59,514,2906,4.539736
08.02.2023 ; 13:23:01,516,2914,4.55241
08.02.2023 ; 13:23:03,518,2905,4.539371
08.02.2023 ; 13:23:05,520,2906,4.539872
08.02.2023 ; 13:23:07,522,2918,4.559174
08.02.2023 ; 13:23:09,524,2907,4.542617
08.02.2023 ; 13:23:11,526,2914,4.552417
08.02.2023 ; 13:23:13,528,2919,4.561602
08.02.2023 ; 13:23:15,530,2921,4.564512
08.02.2023 ; 13:23:17,532,2921,4.563993
08.02.2023 ; 13:23:19,534,2935,4.585207
08.02.2023 ; 13:23:21,536,2932,4.581817
08.02.2023 ; 13:23:23,538,2933,4.583155
08.02.2023 ; 13:23:25,540,2938,4.590661
08.02.2023 ; 13:23:27,542,2924,4.568664
08.02.2023 ; 13:23:29,544,2923,4.567789
08.02.2023 ; 13:23:31,546,2927,4.57346
08.02.2023 ; 13:23:33,548,2935,4.585572
08.02.2023 ; 13:23:35,550,2917,4.557352
08.02.2023 ; 13:23:37,552,2934,4.58421
08.02.2023 ; 13:23:39,554,2945,4.60156
08.02.2023 ; 13:23:41,556,2931,4.580011
08.02.2023 ; 13:23:43,558,2919,4.561144
08.02.2023 ; 13:23:45,560,2919,4.560818
08.02.2023 ; 13:23:47,562,2939,4.591185
08.02.2023 ; 13:23:49,564,2946,4.603633
08.02.2023 ; 13:23:51,566,2939,4.592133
08.02.2023 ; 13:23:53,568,2941,4.595408
08.02.2023 ; 13:23:55,570,2936,4.587426
08.02.2023 ; 13:23:57,572,2922,4.565163
08.02.2023 ; 13:23:59,574,2925,4.569864
08.02.2023 ; 13:24:01,576,2957,4.620563
08.02.2023 ; 13:24:03,578,2957,4.620216
08.02.2023 ; 13:24:05,580,2948,4.606277
08.02.2023 ; 13:24:07,582,2956,4.61936
08.02.2023 ; 13:24:09,584,2962,4.62864
08.02.2023 ; 13:24:11,586,2963,4.630038
08.02.2023 ; 13:24:13,588,2954,4.615251
08.02.2023 ; 13:24:15,590,2958,4.621326
08.02.2023 ; 13:24:17,592,2958,4.621344
08.02.2023 ; 13:24:19,594,2954,4.616016
08.02.2023 ; 13:24:21,596,2954,4.616073
08.02.2023 ; 13:24:23,598,2954,4.615361
08.02.2023 ; 13:24:25,600,2951,4.611369
08.02.2023 ; 13:24:27,602,2944,4.600016
08.02.2023 ; 13:24:29,604,2944,4.59976
08.02.2023 ; 13:24:31,606,2965,4.633052
08.02.2023 ; 13:24:33,608,2954,4.616387
08.02.2023 ; 13:24:35,610,2956,4.618599
08.02.2023 ; 13:24:37,612,2951,4.610842
08.02.2023 ; 13:24:39,614,2957,4.619777
08.02.2023 ; 13:24:41,616,2955,4.617
08.02.2023 ; 13:24:43,618,2951,4.610827
08.02.2023 ; 13:24:45,620,3025,4.726645
08.02.2023 ; 13:24:47,622,2988,4.669152
08.02.2023 ; 13:24:49,624,2973,4.645699
08.02.2023 ; 13:24:51,626,2970,4.640691
08.02.2023 ; 13:24:53,628,2974,4.64721
08.02.2023 ; 13:24:55,630,2971,4.642059
08.02.2023 ; 13:24:57,632,2971,4.641717
08.02.2023 ; 13:24:59,634,2969,4.639268
08.02.2023 ; 13:25:01,636,2960,4.625136
08.02.2023 ; 13:25:03,638,2980,4.656116
08.02.2023 ; 13:25:05,640,2991,4.673941
08.02.2023 ; 13:25:07,642,2983,4.660339
08.02.2023 ; 13:25:09,644,2978,4.652803
08.02.2023 ; 13:25:11,646,2968,4.637185
08.02.2023 ; 13:25:13,648,2963,4.628943
08.02.2023 ; 13:25:15,650,2964,4.63156
08.02.2023 ; 13:25:17,652,2960,4.625454
08.02.2023 ; 13:25:19,654,2967,4.635291
08.02.2023 ; 13:25:21,656,2967,4.635932
08.02.2023 ; 13:25:23,658,2971,4.641907
08.02.2023 ; 13:25:25,660,2967,4.63642
08.02.2023 ; 13:25:27,662,2977,4.651443
08.02.2023 ; 13:25:29,664,2976,4.65044
08.02.2023 ; 13:25:31,666,2972,4.644065
08.02.2023 ; 13:25:33,668,2954,4.616297
08.02.2023 ; 13:25:35,670,2954,4.616034
08.02.2023 ; 13:25:37,672,2966,4.634536
08.02.2023 ; 13:25:39,674,2985,4.663745
08.02.2023 ; 13:25:41,676,2984,4.661796
08.02.2023 ; 13:25:43,678,2975,4.648986
08.02.2023 ; 13:25:45,680,2989,4.669731
08.02.2023 ; 13:25:47,682,2999,4.686703
08.02.2023 ; 13:25:49,684,2992,4.674876
08.02.2023 ; 13:25:51,686,2976,4.649263
08.02.2023 ; 13:25:53,688,2978,4.652981
08.02.2023 ; 13:25:55,690,2977,4.652124
08.02.2023 ; 13:25:57,692,2974,4.646234
08.02.2023 ; 13:25:59,694,2979,4.654648
08.02.2023 ; 13:26:01,696,2983,4.661283
08.02.2023 ; 13:26:03,698,2988,4.669092
08.02.2023 ; 13:26:05,700,2992,4.674406
08.02.2023 ; 13:26:07,702,2995,4.680397
08.02.2023 ; 13:26:09,704,2992,4.674832
08.02.2023 ; 13:26:11,706,3005,4.69553
08.02.2023 ; 13:26:13,708,2992,4.674394
08.02.2023 ; 13:26:15,710,2993,4.677182
08.02.2023 ; 13:26:17,712,3010,4.703504
08.02.2023 ; 13:26:19,714,3009,4.701869
08.02.2023 ; 13:26:21,716,3011,4.704065
08.02.2023 ; 13:26:23,718,2994,4.678792
08.02.2023 ; 13:26:25,720,2968,4.638042
08.02.2023 ; 13:26:27,722,2976,4.650301
08.02.2023 ; 13:26:29,724,3004,4.693138
08.02.2023 ; 13:26:31,726,2997,4.682653
08.02.2023 ; 13:26:33,728,2996,4.680667
08.02.2023 ; 13:26:35,730,3008,4.700707
08.02.2023 ; 13:26:37,732,3004,4.694063
08.02.2023 ; 13:26:39,734,2995,4.679858
08.02.2023 ; 13:26:41,736,2995,4.680349
08.02.2023 ; 13:26:43,738,2997,4.683177
08.02.2023 ; 13:26:45,740,2979,4.654511
08.02.2023 ; 13:26:47,742,2990,4.673138
08.02.2023 ; 13:26:49,744,3004,4.693487
08.02.2023 ; 13:26:51,746,3020,4.719148
08.02.2023 ; 13:26:53,748,3019,4.717942
08.02.2023 ; 13:26:55,750,3011,4.704655
08.02.2023 ; 13:26:57,752,3009,4.701789
08.02.2023 ; 13:26:59,754,3005,4.69574
08.02.2023 ; 13:27:01,756,3006,4.696397
08.02.2023 ; 13:27:03,758,3008,4.700229
08.02.2023 ; 13:27:05,760,3008,4.700764
08.02.2023 ; 13:27:07,762,3005,4.695467
08.02.2023 ; 13:27:09,764,3009,4.701015
08.02.2023 ; 13:27:11,766,3016,4.713
08.02.2023 ; 13:27:13,768,3014,4.708851
08.02.2023 ; 13:27:15,770,3010,4.702878
08.02.2023 ; 13:27:17,772,3000,4.687116
08.02.2023 ; 13:27:19,774,2999,4.686421
08.02.2023 ; 13:27:21,776,2989,4.669846
08.02.2023 ; 13:27:23,778,2986,4.665857
08.02.2023 ; 13:27:25,780,2989,4.670218
08.02.2023 ; 13:27:27,782,3003,4.691573
08.02.2023 ; 13:27:29,784,3005,4.695168
08.02.2023 ; 13:27:31,786,3017,4.71473
08.02.2023 ; 13:27:33,788,3019,4.716781
08.02.2023 ; 13:27:35,790,3004,4.693999
08.02.2023 ; 13:27:37,792,3008,4.699619
08.02.2023 ; 13:27:39,794,2998,4.684843
08.02.2023 ; 13:27:41,796,2991,4.672983
08.02.2023 ; 13:27:43,798,2985,4.663642
08.02.2023 ; 13:27:45,800,3008,4.699949
08.02.2023 ; 13:27:47,802,3011,4.704835
08.02.2023 ; 13:27:49,804,2968,4.63816
08.02.2023 ; 13:27:51,806,2972,4.643259
08.02.2023 ; 13:27:53,808,2984,4.663053
08.02.2023 ; 13:27:55,810,3000,4.687275
08.02.2023 ; 13:27:57,812,3019,4.716637
08.02.2023 ; 13:27:59,814,3017,4.713731
08.02.2023 ; 13:28:01,816,3012,4.705599
08.02.2023 ; 13:28:03,818,3017,4.714155
08.02.2023 ; 13:28:05,820,3018,4.716011
08.02.2023 ; 13:28:07,822,3020,4.71949
08.02.2023 ; 13:28:09,824,3007,4.697826
08.02.2023 ; 13:28:11,826,3020,4.717484
08.02.2023 ; 13:28:13,828,3009,4.701837
08.02.2023 ; 13:28:15,830,3020,4.718422
08.02.2023 ; 13:28:17,832,3024,4.724479
08.02.2023 ; 13:28:19,834,3012,4.705767
08.02.2023 ; 13:28:21,836,3017,4.714343
08.02.2023 ; 13:28:23,838,3045,4.757369
08.02.2023 ; 13:28:25,840,3037,4.744811
08.02.2023 ; 13:28:27,842,3037,4.745009
08.02.2023 ; 13:28:29,844,3026,4.729319
08.02.2023 ; 13:28:31,846,3030,4.734432
08.02.2023 ; 13:28:33,848,3022,4.721346
08.02.2023 ; 13:28:35,850,3028,4.731131
08.02.2023 ; 13:28:37,852,3025,4.725813
08.02.2023 ; 13:28:39,854,3028,4.730821
08.02.2023 ; 13:28:41,856,3024,4.724312
08.02.2023 ; 13:28:43,858,3005,4.694839
08.02.2023 ; 13:28:45,860,3012,4.705496
08.02.2023 ; 13:28:47,862,3015,4.711142
08.02.2023 ; 13:28:49,864,3014,4.70866
08.02.2023 ; 13:28:51,866,3004,4.693202
08.02.2023 ; 13:28:53,868,3012,4.705613
08.02.2023 ; 13:28:55,870,3022,4.72147
08.02.2023 ; 13:28:57,872,3021,4.719782
08.02.2023 ; 13:28:59,874,3019,4.716693
08.02.2023 ; 13:29:01,876,3010,4.702422
08.02.2023 ; 13:29:03,878,3016,4.711798
08.02.2023 ; 13:29:05,880,3011,4.704288
08.02.2023 ; 13:29:07,882,3018,4.715685
08.02.2023 ; 13:29:09,884,3015,4.710162
08.02.2023 ; 13:29:11,886,3021,4.719771
08.02.2023 ; 13:29:13,888,3018,4.714962
08.02.2023 ; 13:29:15,890,3012,4.706063
08.02.2023 ; 13:29:17,892,3008,4.70035
08.02.2023 ; 13:29:19,894,3006,4.696651
08.02.2023 ; 13:29:21,896,3022,4.72134
08.02.2023 ; 13:29:23,898,3026,4.727896
08.02.2023 ; 13:29:25,900,3018,4.714899
08.02.2023 ; 13:29:27,902,3020,4.718473
08.02.2023 ; 13:29:29,904,3023,4.724175
08.02.2023 ; 13:29:31,906,3021,4.720806
08.02.2023 ; 13:29:33,908,3023,4.722994
08.02.2023 ; 13:29:35,910,3019,4.717049
08.02.2023 ; 13:29:37,912,3013,4.707924
08.02.2023 ; 13:29:39,914,3009,4.701122
08.02.2023 ; 13:29:41,916,3005,4.695429
08.02.2023 ; 13:29:43,918,3009,4.700833
08.02.2023 ; 13:29:45,920,3007,4.698811
08.02.2023 ; 13:29:47,922,3018,4.715212
08.02.2023 ; 13:29:49,924,2997,4.682071
08.02.2023 ; 13:29:51,926,2993,4.677096
08.02.2023 ; 13:29:53,928,3003,4.692834
08.02.2023 ; 13:29:55,930,3003,4.691164
08.02.2023 ; 13:29:57,932,3012,4.705792
08.02.2023 ; 13:29:59,934,3027,4.730167
08.02.2023 ; 13:30:01,936,3032,4.737892
08.02.2023 ; 13:30:03,938,3044,4.756287
08.02.2023 ; 13:30:05,940,3044,4.756842
08.02.2023 ; 13:30:07,942,3032,4.737258
08.02.2023 ; 13:30:09,944,3024,4.724603
08.02.2023 ; 13:30:11,946,3027,4.730288
08.02.2023 ; 13:30:13,948,3043,4.754078
08.02.2023 ; 13:30:15,950,3018,4.715875
08.02.2023 ; 13:30:17,952,3031,4.735179
08.02.2023 ; 13:30:19,954,3035,4.74265
08.02.2023 ; 13:30:21,956,3038,4.746519
08.02.2023 ; 13:30:23,958,3037,4.745572
08.02.2023 ; 13:30:25,960,3042,4.752913
08.02.2023 ; 13:30:27,962,3051,4.767305
08.02.2023 ; 13:30:29,964,3051,4.767525
08.02.2023 ; 13:30:31,966,3040,4.749485
08.02.2023 ; 13:30:33,968,3033,4.739375
08.02.2023 ; 13:30:35,970,3024,4.724816
08.02.2023 ; 13:30:37,972,3025,4.726223
08.02.2023 ; 13:30:39,974,3020,4.718568
08.02.2023 ; 13:30:41,976,3016,4.712614
08.02.2023 ; 13:30:43,978,3018,4.716123
08.02.2023 ; 13:30:45,980,3007,4.697748
08.02.2023 ; 13:30:47,982,3017,4.714584
08.02.2023 ; 13:30:49,984,3011,4.704103
08.02.2023 ; 13:30:51,986,3023,4.724116
08.02.2023 ; 13:30:53,988,3018,4.715624
08.02.2023 ; 13:30:55,990,3026,4.727578
08.02.2023 ; 13:30:57,992,3025,4.727293
08.02.2023 ; 13:30:59,994,3033,4.738647
08.02.2023 ; 13:31:01,996,3040,4.749376
08.02.2023 ; 13:31:03,998,3025,4.726641
08.02.2023 ; 13:31:05,1000,3017,4.713959
08.02.2023 ; 13:31:07,1002,3023,4.723945
08.02.2023 ; 13:31:09,1004,3027,4.729207
08.02.2023 ; 13:31:11,1006,3027,4.729167
08.02.2023 ; 13:31:13,1008,3027,4.729007
08.02.2023 ; 13:31:15,1010,3021,4.71985
08.02.2023 ; 13:31:17,1012,3018,4.716277
08.02.2023 ; 13:31:19,1014,3012,4.70645
08.02.2023 ; 13:31:21,1016,3021,4.720779
08.02.2023 ; 13:31:23,1018,3004,4.693125
08.02.2023 ; 13:31:25,1020,3012,4.706125
08.02.2023 ; 13:31:27,1022,3007,4.697747
08.02.2023 ; 13:31:29,1024,3013,4.707668
08.02.2023 ; 13:31:31,1026,3007,4.697752
08.02.2023 ; 13:31:33,1028,3007,4.699019
08.02.2023 ; 13:31:35,1030,3009,4.702242
08.02.2023 ; 13:31:37,1032,3019,4.716537
08.02.2023 ; 13:31:39,1034,3302,5.159092
08.02.2023 ; 13:31:41,1036,3113,4.863712
08.02.2023 ; 13:31:43,1038,3057,4.775947
08.02.2023 ; 13:31:45,1040,3040,4.749832
08.02.2023 ; 13:31:47,1042,3017,4.713529
08.02.2023 ; 13:31:49,1044,3020,4.718225
08.02.2023 ; 13:31:51,1046,3026,4.728534
08.02.2023 ; 13:31:53,1048,3027,4.730289
08.02.2023 ; 13:31:55,1050,0,0
08.02.2023 ; 13:31:57,1052,3291,5.142532
08.02.2023 ; 13:31:59,1054,3135,4.898457
08.02.2023 ; 13:32:01,1056,3093,4.832539
08.02.2023 ; 13:32:03,1058,3070,4.79718
08.02.2023 ; 13:32:05,1060,3076,4.806857
08.02.2023 ; 13:32:07,1062,3058,4.777765
08.02.2023 ; 13:32:09,1064,3046,4.759361
08.02.2023 ; 13:32:11,1066,3050,4.764899
08.02.2023 ; 13:32:13,1068,3042,4.753901
